Timestamp,TotalGazeTime,IsGazing,FocusPosition,BallColor,BallScale,TriggerCount
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:24,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:25,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:25,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:25,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:25,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:25,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:25,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:25,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:25,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:25,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:25,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:25,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:25,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:25,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:25,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:25,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:25,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:25,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:25,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:25,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:25,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:25,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:25,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:25,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:26,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:26,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:26,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:26,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
2025-04-08 13:55:26,0.00,False,None,Yellow,(0.05, 0.05, 0.05),0
